mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,accuracy,recall,precision,f1
0.03764443397521973,0.004890556437788277,0.0009174823760986328,0.0018349647521972655,10,4,0.01,rbf,"{'C': 10, 'degree': 4, 'gamma': 0.01, 'kernel': 'rbf'}",,,,,,,,0.44,0.3777462046465125,0.44,0.31058135324325337
0.03161730766296387,0.005739919155626086,0.0008412837982177734,0.0016825675964355468,10,4,0.01,linear,"{'C': 10, 'degree': 4, 'gamma': 0.01, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.03427047729492187,0.009011767637551583,0.0033807754516601562,0.0067615509033203125,10,4,0.001,poly,"{'C': 10, 'degree': 4, 'gamma': 0.001, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.023993587493896483,0.005833214397962976,0.007034492492675781,0.008658780847490558,10,4,1,rbf,"{'C': 10, 'degree': 4, 'gamma': 1, 'kernel': 'rbf'}",,,,,,,,1.0,1.0,1.0,1.0
0.027010726928710937,0.006000657453620481,0.006644725799560547,0.008229754193341123,10,3,0.1,linear,"{'C': 10, 'degree': 3, 'gamma': 0.1, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.03379969596862793,0.0036179106130496065,0.0,0.0,10,3,0.1,rbf,"{'C': 10, 'degree': 3, 'gamma': 0.1, 'kernel': 'rbf'}",,,,,,,,0.9946666666666667,0.9935275080906149,0.9946666666666667,0.9946583006535947
0.04006185531616211,0.006280104948303199,0.0034336090087890626,0.006149301542234459,10,3,0.1,poly,"{'C': 10, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.027888774871826172,0.004581726772762711,0.004391717910766602,0.003615307229866891,10,2,scale,linear,"{'C': 10, 'degree': 2, 'gamma': 'scale', 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.02156801223754883,0.004062599372627179,0.007688474655151367,0.006002568788563959,10,2,1,poly,"{'C': 10, 'degree': 2, 'gamma': 1, 'kernel': 'poly'}",,,,,,,,0.9973333333333333,0.997289972899729,0.9973333333333333,0.9973323504652696
0.027993059158325194,0.007684976817321485,0.006465816497802734,0.007919655110633916,10,2,1,rbf,"{'C': 10, 'degree': 2, 'gamma': 1, 'kernel': 'rbf'}",,,,,,,,1.0,1.0,1.0,1.0
0.021250009536743164,0.005426847045321501,0.00897045135498047,0.007026617504466436,10,2,1,linear,"{'C': 10, 'degree': 2, 'gamma': 1, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.03967351913452148,0.007945983256159023,0.0067252635955810545,0.008240373751457244,10,2,0.1,poly,"{'C': 10, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.029224491119384764,0.007773589975280023,0.006726312637329102,0.005264771882725594,10,2,0.1,rbf,"{'C': 10, 'degree': 2, 'gamma': 0.1, 'kernel': 'rbf'}",,,,,,,,0.9946666666666667,0.9935275080906149,0.9946666666666667,0.9946583006535947
0.02249007225036621,0.00372243949727721,0.007633352279663086,0.007358775445661234,10,2,0.1,linear,"{'C': 10, 'degree': 2, 'gamma': 0.1, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.03824715614318848,0.007572301170822262,0.004313373565673828,0.006135541928069183,10,2,0.01,poly,"{'C': 10, 'degree': 2, 'gamma': 0.01, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.03610692024230957,0.002440867982140925,0.009208297729492188,0.006850156554823725,10,2,0.01,rbf,"{'C': 10, 'degree': 2, 'gamma': 0.01, 'kernel': 'rbf'}",,,,,,,,0.44,0.3777462046465125,0.44,0.31058135324325337
0.026407957077026367,0.006310733796127575,0.0,0.0,10,2,0.01,linear,"{'C': 10, 'degree': 2, 'gamma': 0.01, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.03238568305969238,0.0009349579104624133,0.009775638580322266,0.00798425460086416,10,2,0.001,poly,"{'C': 10, 'degree': 2, 'gamma': 0.001, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.03981094360351563,0.005326575059676092,0.0031437397003173826,0.006287479400634765,10,2,0.001,rbf,"{'C': 10, 'degree': 2, 'gamma': 0.001, 'kernel': 'rbf'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.033250284194946286,0.0035158718079877174,0.0010487556457519532,0.0020975112915039063,10,2,0.001,linear,"{'C': 10, 'degree': 2, 'gamma': 0.001, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.027662897109985353,0.008109256818879097,0.0031772136688232424,0.006354427337646485,10,3,scale,poly,"{'C': 10, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",,,,,,,,0.9973333333333333,0.997289972899729,0.9973333333333333,0.9973323504652696
0.030991601943969726,0.0039109915541962175,0.003330421447753906,0.006660842895507812,10,3,scale,rbf,"{'C': 10, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf'}",,,,,,,,1.0,1.0,1.0,1.0
0.028290557861328124,0.003925454285354393,0.0030322551727294924,0.006064510345458985,10,3,scale,linear,"{'C': 10, 'degree': 3, 'gamma': 'scale', 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.023671531677246095,0.009082868820870733,0.00583648681640625,0.007234453613402483,10,3,1,poly,"{'C': 10, 'degree': 3, 'gamma': 1, 'kernel': 'poly'}",,,,,,,,0.9973333333333333,0.997289972899729,0.9973333333333333,0.9973323504652696
0.031178760528564452,0.0031457913396774253,0.0,0.0,10,3,1,rbf,"{'C': 10, 'degree': 3, 'gamma': 1, 'kernel': 'rbf'}",,,,,,,,1.0,1.0,1.0,1.0
0.03205242156982422,0.005937434255124619,0.0011568546295166015,0.0020738925333128057,10,3,1,linear,"{'C': 10, 'degree': 3, 'gamma': 1, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.03426094055175781,0.0022553294398807372,0.012682676315307617,0.0063434118542829866,10,4,0.001,rbf,"{'C': 10, 'degree': 4, 'gamma': 0.001, 'kernel': 'rbf'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.03508467674255371,0.0021825841712191287,0.0,0.0,10,2,scale,rbf,"{'C': 10, 'degree': 2, 'gamma': 'scale', 'kernel': 'rbf'}",,,,,,,,1.0,1.0,1.0,1.0
0.023986101150512695,0.007006153722509033,0.008159494400024414,0.007097265026738262,10,4,0.001,linear,"{'C': 10, 'degree': 4, 'gamma': 0.001, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.03161377906799316,0.0034917242727684344,0.004561424255371094,0.004752428120209592,100,2,scale,rbf,"{'C': 100, 'degree': 2, 'gamma': 'scale', 'kernel': 'rbf'}",,,,,,,,1.0,1.0,1.0,1.0
0.03370361328125,0.00298925912348669,0.003242015838623047,0.006484031677246094,100,3,0.01,rbf,"{'C': 100, 'degree': 3, 'gamma': 0.01, 'kernel': 'rbf'}",,,,,,,,0.9893333333333333,0.9881074538900729,0.9893333333333333,0.9893559717955868
0.021187829971313476,0.005015366124566821,0.008496952056884766,0.006607402262519409,100,3,0.01,linear,"{'C': 100, 'degree': 3, 'gamma': 0.01, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.03277182579040527,0.0008637565089647362,0.006502962112426758,0.007964517560518723,100,3,0.001,poly,"{'C': 100, 'degree': 3, 'gamma': 0.001, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.03208203315734863,0.0010205793429639452,0.013444280624389649,0.006875747179303491,100,3,0.001,rbf,"{'C': 100, 'degree': 3, 'gamma': 0.001, 'kernel': 'rbf'}",,,,,,,,0.44,0.3777462046465125,0.44,0.31058135324325337
0.020310497283935545,0.005834714315342617,0.011291837692260743,0.0057666146220250155,100,3,0.001,linear,"{'C': 100, 'degree': 3, 'gamma': 0.001, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.02407660484313965,0.008335904896472675,0.0033718109130859374,0.006743621826171876,100,4,scale,poly,"{'C': 100, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",,,,,,,,1.0,1.0,1.0,1.0
0.032302474975585936,0.0002636986484748505,0.0009851932525634765,0.001970386505126953,100,4,scale,rbf,"{'C': 100, 'degree': 4, 'gamma': 'scale', 'kernel': 'rbf'}",,,,,,,,1.0,1.0,1.0,1.0
0.031973838806152344,8.709140580089226e-05,3.0660629272460936e-05,6.132125854492189e-05,100,4,scale,linear,"{'C': 100, 'degree': 4, 'gamma': 'scale', 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.03646540641784668,0.006618259060369138,0.000846099853515625,0.00169219970703125,100,3,0.01,poly,"{'C': 100, 'degree': 3, 'gamma': 0.01, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.030637788772583007,0.0028450460588988736,0.003200387954711914,0.006400775909423828,100,4,1,poly,"{'C': 100, 'degree': 4, 'gamma': 1, 'kernel': 'poly'}",,,,,,,,1.0,1.0,1.0,1.0
0.032469320297241214,0.0005433051778991607,0.0,0.0,100,4,1,linear,"{'C': 100, 'degree': 4, 'gamma': 1, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.04199070930480957,0.0066804796749085505,0.010886573791503906,0.006556407793447696,100,4,0.1,poly,"{'C': 100, 'degree': 4, 'gamma': 0.1, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.02772669792175293,0.006864314175011428,0.009670639038085937,0.007898922638726477,100,4,0.1,rbf,"{'C': 100, 'degree': 4, 'gamma': 0.1, 'kernel': 'rbf'}",,,,,,,,1.0,1.0,1.0,1.0
0.02883591651916504,0.0063826067851475475,0.0008942127227783203,0.0017884254455566408,100,4,0.1,linear,"{'C': 100, 'degree': 4, 'gamma': 0.1, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.029451274871826173,0.006685252226366662,0.00719747543334961,0.0073298674981043055,100,4,0.01,poly,"{'C': 100, 'degree': 4, 'gamma': 0.01, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.03322257995605469,0.0018738249523603159,0.006477737426757812,0.00793394548450179,100,4,0.01,rbf,"{'C': 100, 'degree': 4, 'gamma': 0.01, 'kernel': 'rbf'}",,,,,,,,0.9893333333333333,0.9881074538900729,0.9893333333333333,0.9893559717955868
0.02562398910522461,0.007209258766323136,0.0051100730895996095,0.006237866533322352,100,4,0.01,linear,"{'C': 100, 'degree': 4, 'gamma': 0.01, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.03449654579162598,0.005152846338235593,0.006976032257080078,0.006356296368419469,100,4,0.001,poly,"{'C': 100, 'degree': 4, 'gamma': 0.001, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.027092552185058592,0.006935892126011014,0.003211832046508789,0.006423664093017578,100,4,1,rbf,"{'C': 100, 'degree': 4, 'gamma': 1, 'kernel': 'rbf'}",,,,,,,,1.0,1.0,1.0,1.0
0.023886346817016603,0.006880529794715086,0.006685924530029297,0.008191229938938303,100,3,0.1,linear,"{'C': 100, 'degree': 3, 'gamma': 0.1, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.03337206840515137,0.001561112842846855,0.0017465591430664063,0.0034931182861328127,100,3,0.1,rbf,"{'C': 100, 'degree': 3, 'gamma': 0.1, 'kernel': 'rbf'}",,,,,,,,1.0,1.0,1.0,1.0
0.03751659393310547,0.004166922362771347,0.004427623748779297,0.0063276136781897216,100,3,0.1,poly,"{'C': 100, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.030849266052246093,0.004727209709426593,0.007128095626831055,0.008219855168042686,100,2,scale,linear,"{'C': 100, 'degree': 2, 'gamma': 'scale', 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.0315892219543457,0.001813252074883308,0.0,0.0,100,2,1,poly,"{'C': 100, 'degree': 2, 'gamma': 1, 'kernel': 'poly'}",,,,,,,,1.0,1.0,1.0,1.0
0.017507076263427734,0.0024599108343241975,0.01719050407409668,0.0014449950649326538,100,2,1,rbf,"{'C': 100, 'degree': 2, 'gamma': 1, 'kernel': 'rbf'}",,,,,,,,1.0,1.0,1.0,1.0
0.029009342193603516,0.0045607855424605465,0.0,0.0,100,2,1,linear,"{'C': 100, 'degree': 2, 'gamma': 1, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.033046293258666995,0.0024235563604518558,0.00615396499633789,0.0075748479623839295,100,2,0.1,poly,"{'C': 100, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",,,,,,,,0.9973333333333333,0.997289972899729,0.9973333333333333,0.9973323504652696
0.030033159255981445,0.00717867242321257,0.003352832794189453,0.006357647019132718,100,2,0.1,rbf,"{'C': 100, 'degree': 2, 'gamma': 0.1, 'kernel': 'rbf'}",,,,,,,,1.0,1.0,1.0,1.0
0.029171276092529296,0.0038664427328051532,0.002282524108886719,0.004565048217773438,100,2,0.1,linear,"{'C': 100, 'degree': 2, 'gamma': 0.1, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.03575253486633301,0.0026891401847390006,0.01075139045715332,0.005104463752620624,100,2,0.01,poly,"{'C': 100, 'degree': 2, 'gamma': 0.01, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.024646806716918945,0.007117758251805966,0.013174295425415039,0.0066020861678654195,100,2,0.01,rbf,"{'C': 100, 'degree': 2, 'gamma': 0.01, 'kernel': 'rbf'}",,,,,,,,0.9893333333333333,0.9881074538900729,0.9893333333333333,0.9893559717955868
0.03275666236877441,0.0017691672339786373,0.0,0.0,100,2,0.01,linear,"{'C': 100, 'degree': 2, 'gamma': 0.01, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.028032827377319335,0.006649226031431382,0.006682300567626953,0.007469617256660646,100,2,0.001,poly,"{'C': 100, 'degree': 2, 'gamma': 0.001, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.0381436824798584,0.009986666684398465,0.0032103538513183595,0.006420707702636719,100,2,0.001,rbf,"{'C': 100, 'degree': 2, 'gamma': 0.001, 'kernel': 'rbf'}",,,,,,,,0.44,0.3777462046465125,0.44,0.31058135324325337
0.027843189239501954,0.00559305466604714,0.0031781673431396486,0.006356334686279297,100,2,0.001,linear,"{'C': 100, 'degree': 2, 'gamma': 0.001, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.02654895782470703,0.007579740600584411,0.005997562408447265,0.005987553928466762,100,3,scale,poly,"{'C': 100, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",,,,,,,,1.0,1.0,1.0,1.0
0.025670242309570313,0.007877558356462923,0.008320951461791992,0.0073123953125272135,100,3,scale,rbf,"{'C': 100, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf'}",,,,,,,,1.0,1.0,1.0,1.0
0.03343744277954101,0.00271386889842918,0.0,0.0,100,3,scale,linear,"{'C': 100, 'degree': 3, 'gamma': 'scale', 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.028554916381835938,0.0077038647318815965,0.004013633728027344,0.006262889918880931,100,3,1,poly,"{'C': 100, 'degree': 3, 'gamma': 1, 'kernel': 'poly'}",,,,,,,,1.0,1.0,1.0,1.0
0.03150520324707031,0.0058950173741284815,0.0010519027709960938,0.0021038055419921875,100,3,1,rbf,"{'C': 100, 'degree': 3, 'gamma': 1, 'kernel': 'rbf'}",,,,,,,,1.0,1.0,1.0,1.0
0.027756214141845703,0.004845474839195082,0.0031794071197509765,0.006358814239501953,100,3,1,linear,"{'C': 100, 'degree': 3, 'gamma': 1, 'kernel': 'linear'}",,,,,,,,1.0,1.0,1.0,1.0
0.02562742233276367,0.004993821533594292,0.006539773941040039,0.008010535889662131,100,2,scale,poly,"{'C': 100, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",,,,,,,,1.0,1.0,1.0,1.0
0.03149561882019043,0.0022590408922705213,0.0032464027404785155,0.006492805480957031,10,2,scale,poly,"{'C': 10, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",,,,,,,,0.9973333333333333,0.997289972899729,0.9973333333333333,0.9973323504652696
0.03175907135009766,0.0007911053726149721,0.006458663940429687,0.007694373673748542,1,4,0.001,linear,"{'C': 1, 'degree': 4, 'gamma': 0.001, 'kernel': 'linear'}",,,,,,,,0.9653333333333334,0.9620318969854194,0.9653333333333334,0.9653416371474861
0.038171815872192386,0.007932857284094288,0.006201696395874023,0.007612844882237315,1,4,0.001,rbf,"{'C': 1, 'degree': 4, 'gamma': 0.001, 'kernel': 'rbf'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.06672506332397461,0.008228970808798568,0.014521121978759766,0.0038995797606681806,0.5,3,0.01,poly,"{'C': 0.5, 'degree': 3, 'gamma': 0.01, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.07351145744323731,0.006824875937693592,0.01733880043029785,0.002390831422939804,0.5,3,0.01,rbf,"{'C': 0.5, 'degree': 3, 'gamma': 0.01, 'kernel': 'rbf'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.06508655548095703,0.003434735057914983,0.012107133865356445,0.007219164278589943,0.5,3,0.01,linear,"{'C': 0.5, 'degree': 3, 'gamma': 0.01, 'kernel': 'linear'}",,,,,,,,0.8133333333333334,0.7828813943316341,0.8133333333333334,0.8023857698353604
0.06537456512451172,0.010036866921812566,0.011288070678710937,0.0063998380433264975,0.5,3,0.001,poly,"{'C': 0.5, 'degree': 3, 'gamma': 0.001, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.06969070434570312,0.006187057297770282,0.017472505569458008,0.002805748376996564,0.5,3,0.001,rbf,"{'C': 0.5, 'degree': 3, 'gamma': 0.001, 'kernel': 'rbf'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.07350983619689941,0.005744426018227964,0.007525205612182617,0.007445177163541107,0.5,3,0.001,linear,"{'C': 0.5, 'degree': 3, 'gamma': 0.001, 'kernel': 'linear'}",,,,,,,,0.8133333333333334,0.7828813943316341,0.8133333333333334,0.8023857698353604
0.07884283065795898,0.0018111279536601375,0.013197946548461913,0.003655200408288433,0.5,4,scale,poly,"{'C': 0.5, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",,,,,,,,0.4666666666666667,0.4064251322124872,0.4666666666666667,0.3588604789528484
0.07630109786987305,0.00494114344360364,0.015928125381469725,0.0001923435795286431,0.5,4,scale,rbf,"{'C': 0.5, 'degree': 4, 'gamma': 'scale', 'kernel': 'rbf'}",,,,,,,,0.5786666666666667,0.5249822401136632,0.5786666666666667,0.525528605665983
0.07178211212158203,0.008203930700810264,0.006969070434570313,0.006848159357690124,0.5,3,0.1,linear,"{'C': 0.5, 'degree': 3, 'gamma': 0.1, 'kernel': 'linear'}",,,,,,,,0.8133333333333334,0.7828813943316341,0.8133333333333334,0.8023857698353604
0.06749100685119629,0.00820482689307041,0.012469863891601563,0.0077152882244522335,0.5,4,scale,linear,"{'C': 0.5, 'degree': 4, 'gamma': 'scale', 'kernel': 'linear'}",,,,,,,,0.8133333333333334,0.7828813943316341,0.8133333333333334,0.8023857698353604
0.0730586051940918,0.008370100258099965,0.01586880683898926,0.00021556165139412169,0.5,4,1,rbf,"{'C': 0.5, 'degree': 4, 'gamma': 1, 'kernel': 'rbf'}",,,,,,,,0.5786666666666667,0.5249822401136632,0.5786666666666667,0.525528605665983
0.06371507644653321,0.005253925423057851,0.01707139015197754,0.001006615501773674,0.5,4,1,linear,"{'C': 0.5, 'degree': 4, 'gamma': 1, 'kernel': 'linear'}",,,,,,,,0.8133333333333334,0.7828813943316341,0.8133333333333334,0.8023857698353604
0.06878662109375,0.0054918657012703685,0.013466596603393555,0.0069502746292157665,0.5,4,0.1,poly,"{'C': 0.5, 'degree': 4, 'gamma': 0.1, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.07239794731140137,0.007984432140628717,0.01630425453186035,0.00046162843925254076,0.5,4,0.1,rbf,"{'C': 0.5, 'degree': 4, 'gamma': 0.1, 'kernel': 'rbf'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.06666746139526367,0.009079866604630636,0.01358342170715332,0.003136314938732955,0.5,4,0.1,linear,"{'C': 0.5, 'degree': 4, 'gamma': 0.1, 'kernel': 'linear'}",,,,,,,,0.8133333333333334,0.7828813943316341,0.8133333333333334,0.8023857698353604
0.06353869438171386,0.0037542676128363667,0.01657695770263672,0.0020388974958935086,0.5,4,0.01,poly,"{'C': 0.5, 'degree': 4, 'gamma': 0.01, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.07170629501342773,0.008889741481193186,0.01729474067687988,0.0020388183233006644,0.5,4,0.01,rbf,"{'C': 0.5, 'degree': 4, 'gamma': 0.01, 'kernel': 'rbf'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.0669835090637207,0.006163550216907249,0.013129138946533203,0.006577591742850374,0.5,4,0.01,linear,"{'C': 0.5, 'degree': 4, 'gamma': 0.01, 'kernel': 'linear'}",,,,,,,,0.8133333333333334,0.7828813943316341,0.8133333333333334,0.8023857698353604
0.07931675910949706,0.010343529844357824,0.012803363800048827,0.006495220829084635,0.5,4,1,poly,"{'C': 0.5, 'degree': 4, 'gamma': 1, 'kernel': 'poly'}",,,,,,,,0.45066666666666666,0.3896387507564396,0.45066666666666666,0.33097783384329477
0.078926420211792,0.011385383265712822,0.017762279510498045,0.005057804015142833,0.5,3,0.1,rbf,"{'C': 0.5, 'degree': 3, 'gamma': 0.1, 'kernel': 'rbf'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.06811132431030273,0.002765301881575882,0.00927433967590332,0.007614859216825907,0.5,3,0.1,poly,"{'C': 0.5, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",,,,,,,,0.3973333333333333,0.3333333333333333,0.3973333333333333,0.22596437659033078
0.0661816120147705,0.0041675764400925484,0.014528226852416993,0.003171663736244128,0.5,3,1,linear,"{'C': 0.5, 'degree': 3, 'gamma': 1, 'kernel': 'linear'}",,,,,,,,0.8133333333333334,0.7828813943316341,0.8133333333333334,0.8023857698353604
